Sr. No.,Content ID,User ID,Category,Type,Datetime,Sentiments,Score
688,6082eb46-c239-40f5-bfcd-fb72b823ee71,fc17ca61-7c66-4ceb-8504-32f58b438b45,Healthy Eating,Super Love,10/8/20 3:26,Positive,75
689,59523d44-6113-46a5-a85b-38de2ce7bfa1,311d7214-711f-4f66-bc9a-e835fa54ffb6,Travel,Super Love,2/22/21 8:21,Positive,75
690,e6c8f317-c8a9-4b1d-941a-4cd5420a138b,7a85fbc6-253f-4552-9f4a-c1a332e14fa5,Science,Heart,1/9/21 22:10,Positive,60
691,9c066976-30e0-405e-9973-5c4342271a70,1e571af5-1796-424c-b744-a925897d44a3,Tennis,Hate,10/4/20 5:05,Negative,5
692,1934a201-0590-41af-bf40-5ddd6254d744,fc17ca61-7c66-4ceb-8504-32f58b438b45,Education,Adore,1/22/21 9:27,Positive,72
693,279fdb2b-e9ca-4531-b55f-c8fe294083cd,47def058-01cc-478f-9830-eaddcccac633,Healthy Eating,Peeking,5/25/21 8:27,Neutral,35
694,2297a93f-370d-47e7-8df3-3d464b3a0c0a,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,Healthy Eating,Hate,2/25/21 2:29,Negative,5
695,25290b06-ca05-43eb-8e54-e345a41ddba7,e09aa625-3db7-49bd-be09-9aaa0c86a8bf,Education,Want,9/20/20 8:25,Positive,70
696,0411a1da-97e1-44b6-945d-06b4682ba802,afab7336-04d3-45fe-8917-0327c56e7435,Technology,Interested,4/29/21 0:26,Positive,30
697,ef802d01-6269-4d21-9159-f1386c75e789,225f147b-0951-40a8-96fb-2ceba9f3153a,Technology,Interested,11/30/20 9:30,Positive,30
698,ee18c383-1e7a-4507-9e78-1061da09143a,19fa2bc2-96ab-45b6-99de-1995c2bee330,Education,Disgust,9/14/20 11:16,Negative,0
699,ee0988ef-8656-4a63-9515-a2533b772636,98511140-45c4-4faa-9962-fea5ad618ea3,Travel,Intrigued,1/25/21 6:45,Positive,45
700,3fe1e6e6-6d1d-43f5-9c25-7d0a1c14744d,bbe8f83c-af9c-4dab-b5fa-7925822e450d,Soccer,Indifferent,6/5/21 4:11,Neutral,20
701,8526d7cd-bf33-4bf4-aa07-2c25c610cc74,3956593b-7739-426a-b7a5-e841c95a5df9,Dogs,Cherish,7/3/20 12:05,Positive,70
702,df2214cb-61f3-4744-86a8-7c01e501bc27,acd90ee9-84cd-465e-88e3-f128dd0cc1da,Cooking,Worried,1/11/21 18:08,Negative,12
703,b15792cb-995f-473e-8372-5cbe88eb059b,a710ab29-b72a-42c8-a79b-42e63d4a8bfd,Travel,Scared,6/29/20 16:19,Negative,15
704,881d8944-8eeb-4439-b40c-9396a1e31f20,2ab641a8-6ad4-4d1a-8511-d87ff5346773,Science,Heart,11/23/20 21:58,Positive,60
705,4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,987b33de-7307-48c1-b34a-6c6806d7af67,Soccer,Intrigued,10/9/20 19:15,Positive,45
706,fea8d77c-fd0b-4678-868f-fbae567642f3,d4dc38d4-5c80-428f-95da-b746a275531c,Science,Super Love,3/10/21 14:11,Positive,75
707,8945e374-9170-4799-b6b0-78fd9d5821a6,5fbf758a-376b-472c-8aca-a87ff1db3e6d,Studying,Dislike,4/1/21 5:46,Negative,10
708,b0782637-2604-40f7-8fc6-5e7d9ffd2255,c1e01541-7508-4712-a22c-0370f232a41e,"""Cooking""",Hate,4/5/21 13:08,Negative,5
709,55f46794-426f-441b-bb60-53b5e6beebc5,953cb190-5704-4926-adc2-057c6f3e3cb4,Food,Cherish,5/9/21 13:28,Positive,70
710,e61a1b04-17e4-4918-a637-ebfc59783ad0,fe224147-e893-4178-b46e-b12f22bd7ed1,Fitness,Heart,7/24/20 22:43,Positive,60
711,343362dd-20e1-4b98-ad23-e3d8d497f98e,bfe23c39-f814-4282-b0f7-506cd8295b8a,Travel,Adore,4/15/21 7:39,Positive,72
712,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,d2e48a3d-aeca-4b36-8550-f8cbb10d09b8,Veganism,Love,6/1/21 7:50,Positive,65
713,98169c04-79b1-4702-82af-ac0fa461e044,b1ceae0c-016d-421f-a6f0-488a7857f9f6,Food,Heart,3/1/21 18:54,Positive,60
714,f663d05c-74ce-424b-89f2-58009b0095fb,9ed68c70-13fd-4346-808f-2665943c46d6,Public Speaking,Heart,8/8/20 15:41,Positive,60
715,845fe8d4-bffc-485f-ae96-fd8fe9ea013d,108fc1be-9c15-440a-9cab-634c3f414dcc,Education,Disgust,10/15/20 17:55,Negative,0
716,01f310fc-5692-4cc1-a7bb-fc62977d79bb,eff1e86a-8ede-4a41-818b-9442e3181ee3,Tennis,Interested,4/20/21 4:26,Positive,30
717,4c1ae4ba-078a-4720-aff0-817c7d549387,72d2587e-8fae-4626-a73d-352e6465ba0f,Cooking,Want,7/26/20 0:20,Positive,70
718,964173f3-7019-4758-9ab9-df71585aa965,ce7c338c-cad4-408f-895b-510ca73a388b,Veganism,Adore,8/13/20 21:25,Positive,72
719,fa60edda-2d32-42ab-905d-2f5de379c461,98411adf-cfc0-400d-aac8-e215571ef3f2,Fitness,Adore,10/30/20 5:02,Positive,72
720,d5ec7de3-8c02-4f17-a9f0-dc8a9e64fa1a,248a8f9f-10ac-4786-adfb-d0c3dd4e4b97,Soccer,Like,11/25/20 6:26,Positive,50
721,964a54b7-7dc7-40b0-bd94-9898b670f9cd,15e325b1-c221-4bf8-8010-18d76b03646e,Science,Heart,2/26/21 15:33,Positive,60
722,37331f8d-4fc5-42f6-a367-e59ccde67c45,a1a9c0bd-785a-478f-a19e-9eb48fae0bd6,Soccer,Cherish,8/6/20 20:07,Positive,70
723,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,fe15963d-0a77-4247-9bc6-04e146b826b2,Tennis,Super Love,11/23/20 2:25,Positive,75
724,cba3c646-6b10-43fe-a1af-a0276815288f,4bc62825-3109-4796-9465-1bf853165347,Travel,Worried,4/11/21 17:21,Negative,12
725,80bf3ac3-e94e-44cf-81ef-345a8326802c,624db443-c716-4227-ac84-a6f7c3a59162,Veganism,Hate,10/16/20 16:11,Negative,5
726,6f48fe2b-7c20-4065-8ae9-7bea61275dc7,084eb113-0d87-4ae5-891b-2ec7f1e194a8,Science,Heart,3/30/21 10:07,Positive,60
727,c48d7966-42f3-43a6-a0b7-0a2260ffa125,20d507a0-fdba-4c04-a30c-bd18273accdc,Culture,Hate,3/24/21 12:35,Negative,5
728,85260ec2-7b35-4266-8071-580a8b4341ca,ade9db41-034e-4b27-befb-42117025dab0,Tennis,Cherish,8/13/20 5:41,Positive,70
729,4bfc9824-aaeb-4695-8195-945686795b30,d71363d5-6468-44b0-b641-94c4776bce98,Public Speaking,Dislike,10/21/20 23:00,Negative,10
730,a168836d-7a74-41e2-a8ae-809fa556c8a0,68724f58-bc4d-4ab0-a4e1-60cdd5e95e7d,Travel,Adore,11/7/20 0:01,Positive,72
731,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,e206e31b-5f85-4964-b6ea-d7ee5324def1,Veganism,Cherish,7/25/20 14:05,Positive,70
732,ee631766-3818-4de6-897f-2355542b58e7,aa71ef91-252d-4c99-92ad-cf617f09fced,Public Speaking,Love,2/2/21 14:29,Positive,65
733,0ac85d23-c8ba-49ed-bec1-493b960a88c0,55380131-13c6-4a5c-8826-ead0ea8895cc,Science,Scared,8/1/20 11:29,Negative,15
734,ef619e47-1e88-4e0f-8d91-590cd9ecc137,6e98e5c2-b7d7-4915-bb20-d01a42d29dee,Animals,Super Love,3/14/21 18:21,Positive,75
735,f65dbde9-c8dc-4851-927e-964fa2e0908a,a6f003be-b0fd-4100-b4cc-f568a21b9745,Education,Scared,1/27/21 4:03,Negative,15
736,019b61f4-926c-438e-adaf-6119c5eab752,9a5c1dcc-d26b-4303-b487-3075e7d34e02,Fitness,Peeking,7/22/20 5:37,Neutral,35
737,049c926f-9095-4bb2-a464-666a68257f61,1d8dfb6a-330c-4eb9-a603-364f207c6e57,Dogs,Super Love,9/26/20 20:45,Positive,75
738,5bf45fd3-6b4b-400c-a126-31b8576e1d70,80c36ce2-2cef-4a47-a563-d2a60a2b1825,Tennis,Cherish,6/18/21 3:48,Positive,70
739,8123c0ac-30b0-4a20-bebe-864b3a6b9e9a,35d6a1f3-e358-4d4b-8074-05f3b7f35c2a,Soccer,Like,7/24/20 14:15,Positive,50
740,724b9f31-8bdc-4152-b93f-4d3e457201ef,2aae6657-1214-4119-8cde-6b0dc5cd5529,Animals,Heart,1/2/21 20:23,Positive,60
741,6aa06c00-d796-43c3-816d-70f21fe58f80,0a1cde57-79ab-4c61-b664-1d3b290b43cf,Science,Heart,3/24/21 9:10,Positive,60
742,3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b,1a1be722-70b0-47e0-a737-1700cffa1e6d,Tennis,Want,8/26/20 22:13,Positive,70
743,96ece45a-89e4-4cf8-b216-c860bf8e158e,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,Food,Indifferent,5/9/21 20:49,Neutral,20
744,5efb3710-c34d-4dc4-84dd-31cd8c5d9c30,1ea3d5d6-7e6d-4554-b31d-ea31dc2150f9,Animals,Indifferent,6/8/21 3:54,Neutral,20
745,6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,e6a52b6a-20ec-4b09-bbb7-4a1138014985,Food,Intrigued,6/3/21 12:10,Positive,45
746,4dd4da35-453e-466d-95ca-b1a7710fac1f,ad4bd878-55e7-487c-a4db-470b23bbd832,Technology,Super Love,12/25/20 8:16,Positive,75
747,f47074e8-5189-44ac-82f8-4309d63650b4,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,Culture,Indifferent,1/27/21 18:26,Neutral,20
748,15e13281-8bd0-4f40-a0fa-44749cf32378,92c3576c-8634-42a8-8005-6e1ff8c207e8,Dogs,Hate,4/10/21 11:47,Negative,5
749,31cbcaf1-75f9-4541-abd6-15723478047b,45064aca-5e28-4b1f-be64-202fc5e0daba,Dogs,Peeking,5/9/21 22:56,Neutral,35
750,1bbfe52f-37e2-4874-8422-161a60b331e1,9ce133df-bd87-4559-96d7-a402add824ca,Culture,Love,12/30/20 8:45,Positive,65
751,94f8ffbb-d888-4713-8cdd-ea57466d88b2,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,Science,Hate,3/22/21 23:50,Negative,5
752,6e71ed3d-3fba-4bd1-8de7-2798dec6431e,e79a2e98-57b4-4469-8da4-87f338460d42,Studying,Indifferent,7/20/20 21:36,Neutral,20
753,c3d1c36d-2ad9-45ce-be49-51c103351e62,0873e9a7-234a-4096-a92a-8dc7a03eb0c5,Travel,Cherish,3/3/21 20:36,Positive,70
754,b38723f3-878c-4308-b173-14f03639d9b8,7240bf9b-7424-4c04-aab1-1d7aa39964d9,Travel,Super Love,10/29/20 2:13,Positive,75
755,942c5154-791e-47c0-bfad-264a3d6296eb,54a8e072-5369-4122-9189-43b55e1a4ba2,Animals,Peeking,2/25/21 16:22,Neutral,35
756,e1eb9e92-2e08-48b0-8be7-a2a98048aa08,2dd186bb-7a28-4e80-99c7-f1936afc7b49,"""Public Speaking""",Peeking,4/25/21 7:47,Neutral,35
757,44eab5ca-b4a4-46c4-977d-197a78551861,427fa55b-7f49-4981-bcd7-59fee8efb512,Technology,Cherish,9/16/20 5:31,Positive,70
758,a739e02a-5d83-4e0e-b306-740652cf700a,425b7021-0409-4358-af39-2bff14197d0a,Science,Dislike,1/14/21 23:35,Negative,10
759,004e820e-49c3-4ba2-9d02-62db0065410c,9a5aca53-6263-485a-bf77-e60c4608fd26,Tennis,Disgust,9/25/20 5:40,Negative,0
760,7cace87f-53ff-40c0-99f5-abbc5b8f86d6,c5d04879-87bd-4950-9e63-334382ef53af,Cooking,Dislike,10/2/20 7:49,Negative,10
761,8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69,2a41e628-4cc5-4765-af2e-8b3dec750c0b,Science,Peeking,4/11/21 7:55,Neutral,35
762,6dbfb67c-e619-414b-b016-d24da6cbc294,fc17ca61-7c66-4ceb-8504-32f58b438b45,Public Speaking,Hate,11/24/20 22:38,Negative,5
763,25c36533-1de5-4d82-879b-86180503cf8d,9fbae7e6-65a9-4753-8db9-5f7855b6a540,Travel,Hate,1/12/21 13:38,Negative,5
764,c9b2829f-278c-4acd-a895-cf0bd337d36f,b7e4b060-7b74-408f-b7d7-67a5e1dbfce3,Fitness,Disgust,11/25/20 7:51,Negative,0
765,a861f7e7-b2f5-4d86-966c-7503c8faaeca,92b87fa5-f271-43e0-af66-84fac21052e6,Animals,Intrigued,5/12/21 1:41,Positive,45
766,6c8d057d-756a-41dd-afef-bf73adffbdf4,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,Food,Heart,12/14/20 14:02,Positive,60
767,5d915af1-3cc3-4d44-a0ff-d170a008a5d5,274ac4ac-395a-4f70-90e5-9771ac3db11b,Education,Indifferent,3/5/21 9:23,Neutral,20
768,f6055aa8-0c90-4e92-a8a6-7d046f35acd4,330ded4b-db65-485a-80a4-6b3bffd33067,Animals,Adore,7/28/20 13:32,Positive,72
769,59f7eb93-7ffc-4627-98a6-9ecaa5e35206,3956593b-7739-426a-b7a5-e841c95a5df9,Cooking,Love,4/23/21 17:39,Positive,65
770,990f1598-4dbb-403c-a5b2-48de2c30b1ca,c5d04879-87bd-4950-9e63-334382ef53af,Food,Interested,12/12/20 6:30,Positive,30
771,fe06b730-b1f8-4f55-af1a-52487d8f1ec6,e206e31b-5f85-4964-b6ea-d7ee5324def1,Animals,Indifferent,1/17/21 0:39,Neutral,20
772,92c1fcb5-5b56-4780-85cb-0c4858b39b3e,72d2587e-8fae-4626-a73d-352e6465ba0f,Travel,Peeking,7/11/20 11:28,Neutral,35
773,0701343b-6105-40e4-b275-7f3d292b9e20,242a3620-fc18-4120-ac72-37b0f3716879,Tennis,Dislike,8/8/20 10:52,Negative,10
774,451b228b-9d66-45a4-b6fa-46c502562b5f,4ce3f877-96ea-4a37-8107-1176126d9d97,Healthy Eating,Intrigued,1/28/21 15:48,Positive,45
775,c9082d3b-6f2b-4057-a0b8-3538a247982a,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,Healthy Eating,Adore,11/25/20 18:16,Positive,72
776,1dbed432-50e6-4955-9ac8-798fb60b2f0e,85503a94-e733-486e-989e-12ff9b59f2d3,Science,Adore,8/11/20 6:28,Positive,72
777,7c47e333-da29-4be9-8156-2e5f75a991e1,1ea3d5d6-7e6d-4554-b31d-ea31dc2150f9,Dogs,Interested,6/1/21 23:05,Positive,30
778,f1836624-ac23-4c4c-a868-ebf3256d6e80,e206e31b-5f85-4964-b6ea-d7ee5324def1,Cooking,Scared,1/3/21 0:59,Negative,15
779,ae87a6a3-1a9e-4323-981d-b63c1f8ca2a6,ce9b41f4-625e-4868-83d1-6b53767a8af5,Food,Scared,8/2/20 17:23,Negative,15
780,2664a681-e732-422f-b529-02fabb6ec9ab,9a5c1dcc-d26b-4303-b487-3075e7d34e02,Healthy Eating,Super Love,1/30/21 18:27,Positive,75
781,aad272f0-2b16-478b-b2c5-c502b060fc30,346174b1-4661-4cdd-8c47-66dbd013cd56,Dogs,Like,4/13/21 18:22,Positive,50
782,1dec5263-8a54-43fb-bfbe-a388d2919e74,df1e7940-d514-40aa-af3a-e742792c4b5e,Food,Adore,11/21/20 1:01,Positive,72
783,c75dfa33-cd71-486f-b4e1-f5e9133ae873,a6e32004-8866-40e5-aaeb-e159c13fd42a,Veganism,Super Love,12/1/20 5:49,Positive,75
784,0f1cb5c0-ac2a-4c8a-9fb9-115d60493247,ce9b41f4-625e-4868-83d1-6b53767a8af5,Veganism,Hate,7/3/20 22:48,Negative,5
785,40727608-362e-4e10-970f-2b5a5f8c37c1,ef629f00-391d-4a79-af74-77a9afdbbd41,Science,Like,4/13/21 14:24,Positive,50
786,09f2e925-5086-42ad-8160-e763396a36ca,64b82ed5-80dc-4fbb-9dfc-d7e037684f0e,Dogs,Dislike,6/16/21 9:50,Negative,10
787,6cbac852-fec6-49e2-95db-d62edeb477d0,92c3576c-8634-42a8-8005-6e1ff8c207e8,Healthy Eating,Scared,3/17/21 3:21,Negative,15
788,445a06c1-3dea-4129-90eb-2384c0534eb6,91bec0ab-a8d4-421e-b333-e511c7c6f9a0,Technology,Dislike,12/30/20 16:13,Negative,10
789,abf9ec3b-1d0f-4238-a8f8-137072dab287,3af8d78b-55c4-4ac0-8161-7cc3f6ec11c9,Veganism,Adore,9/29/20 5:27,Positive,72
790,60872f35-3eb4-4742-b3b0-48f15f11be66,6fb7ead6-71f3-4f57-94bd-18111fbc5e1a,Travel,Worried,11/26/20 18:02,Negative,12
791,1b6f05f1-df9e-4ad4-989e-029baf20478f,30be2156-59d1-451e-beea-1a3690200a2b,Fitness,Adore,8/5/20 10:27,Positive,72
792,1a5b511a-7199-4f05-988a-1f1d0380ca11,c1c53b8c-b6a8-4343-a369-4a0595a97807,Travel,Super Love,9/6/20 21:56,Positive,75
793,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,33c1cee6-ae56-4f8e-84fc-ee0a4b7bbf4c,Travel,Scared,11/27/20 12:29,Negative,15
794,b5966298-63d8-403e-96ab-9a610eb9752d,fe1c151b-1a95-43fa-9a4c-f3214adba852,Soccer,Dislike,4/6/21 9:48,Negative,10
795,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,939dbcf5-024b-4e63-9e7e-2f15c8b346ba,Science,Super Love,2/15/21 18:47,Positive,75
796,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,Travel,Love,5/6/21 11:50,Positive,65
797,9c542f56-b0ec-4df1-b95e-f56e1c467813,ad4bd878-55e7-487c-a4db-470b23bbd832,Food,Heart,8/23/20 10:35,Positive,60
798,10df3489-3d58-4929-977c-d3e7e177f5fd,dbacabf8-7ebd-4f22-a261-59d8dad306f1,Studying,Worried,1/7/21 18:15,Negative,12
799,41c97dd6-3f0d-4a6c-9083-2163e8e08e19,2c32ac39-926d-4473-801f-5733222ad74f,Public Speaking,Like,1/7/21 15:26,Positive,50
800,e8d62710-7e3a-4bef-b6da-edaaed70c401,2aae6657-1214-4119-8cde-6b0dc5cd5529,Healthy Eating,Disgust,12/23/20 19:57,Negative,0
801,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,5ad56e97-58f6-4e66-9b8f-5c16358a9a97,Culture,Interested,10/8/20 8:43,Positive,30
802,95fe7e7c-f327-4a0a-af06-5a88346f8546,acfcd174-178c-4af3-8118-5be702fb80cf,Science,Disgust,3/12/21 2:37,Negative,0
803,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,a6f003be-b0fd-4100-b4cc-f568a21b9745,Animals,Super Love,7/30/20 7:59,Positive,75
804,dd942c3f-2ed5-4849-9e2b-7484f5a4eaf4,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,"""Culture""",Like,4/7/21 23:55,Positive,50
805,8b08e78c-4798-463a-b868-a0dc9fde777f,89572273-761e-46f3-8b99-1689d98aac90,Public Speaking,Cherish,6/18/21 5:34,Positive,70
806,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,8af596f3-c67c-4f40-a0cc-e258e730a8f5,Science,Heart,7/22/20 21:22,Positive,60
807,4304a382-1527-4e7d-af7b-691d976f9ad4,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,Tennis,Scared,8/22/20 8:28,Negative,15
808,2ceee25a-8461-4409-ab41-7a72d97d722d,26c6734f-42b6-48f8-a08e-e1c3a79019d0,Animals,Interested,6/7/21 1:49,Positive,30
809,6407f238-511b-4ade-b77b-0f3bc8b2f300,fa16aabb-fac3-4310-b19c-ce7021eb825b,Studying,Dislike,12/21/20 0:45,Negative,10
810,437fab54-2c89-4b0b-8d89-dd2320d83e81,3956593b-7739-426a-b7a5-e841c95a5df9,Tennis,Adore,12/16/20 19:45,Positive,72
811,cad4858d-77e5-47f8-a6b9-4ce2971d8656,b473e898-b7b0-4a57-959d-484bf4cc4483,Cooking,Indifferent,7/24/20 17:33,Neutral,20
812,a4f6b4c2-36bd-4232-bef8-66577a601163,1ee25417-3648-4220-9b8f-fc82d1ef450c,Animals,Love,2/27/21 18:03,Positive,65
813,8838fd48-05c4-4b57-a192-35e9ff67f9b2,7d8c8c77-77a8-4743-b35f-349c0ac07866,Soccer,Super Love,12/10/20 23:20,Positive,75
814,01396602-c759-4a17-90f0-8f9b3ca11b30,104c4dcb-70d5-4d87-b5b5-8b67205891fe,Tennis,Peeking,10/9/20 18:57,Neutral,35
815,3ca5a22f-aebc-4421-a960-d787d732f1ec,90e2caab-9daa-4bf0-8104-c25e6c70c59d,Healthy Eating,Intrigued,7/8/20 7:44,Positive,45
816,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,c8145b49-3841-466e-9d49-a636ce2e7d1f,Travel,Scared,3/5/21 6:28,Negative,15
817,e3107f22-f36a-4d88-9fca-1b842e141db8,ac4e6ee0-d1bd-4e6b-9355-7567b3e3ec5e,Food,Want,12/19/20 17:13,Positive,70
818,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,b7fb2028-4cfc-440b-a1b1-4101f12f7abe,Education,Indifferent,9/15/20 19:30,Neutral,20
819,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,9be473d9-cfdf-4954-bae2-09b0555a8ebb,Culture,Indifferent,5/31/21 12:03,Neutral,20
820,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,ade9db41-034e-4b27-befb-42117025dab0,Animals,Scared,4/6/21 20:29,Negative,15
821,4ad4b955-c65a-467d-aa27-1ca804d05170,6fd58dea-315a-4ab2-8023-424a6ff455cd,Culture,Dislike,3/21/21 17:35,Negative,10
822,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,c3988ef2-7e28-4db7-8981-c69f61a3bfce,Cooking,Adore,9/7/20 22:44,Positive,72
823,8caec934-9519-47de-8dd4-b6d65e279661,78703a69-8edc-458f-b0fc-85d96501dcdc,Public Speaking,Dislike,2/3/21 8:20,Negative,10
824,9b480f9e-cef3-46cc-8ea1-c116cded9661,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,Public Speaking,Hate,2/24/21 3:14,Negative,5
825,c24a56ff-256e-46eb-9936-a6284451fc61,f25dc445-de4a-47ee-92a4-0ff29c56656d,Studying,Adore,3/12/21 5:35,Positive,72
826,9a517a10-7dd2-4a30-b67a-925569d9ed84,1879b698-1639-438e-a07e-ddd735f8d57c,Science,Hate,1/20/21 20:51,Negative,5
827,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,a81df767-7da1-4844-b63c-fee4c9c7895d,Veganism,Love,10/4/20 2:24,Positive,65
828,f43114af-edb4-4629-bc15-7a483cf3eaf4,9a5aca53-6263-485a-bf77-e60c4608fd26,Technology,Worried,12/25/20 1:36,Negative,12
829,295ff9f6-64f3-4704-9272-4a932f11d709,48bed4d7-0329-472c-96d9-b23a103eb834,Travel,Peeking,5/12/21 18:09,Neutral,35
830,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,8f41c07f-db4f-44f3-ae81-1f99cee047eb,Studying,Adore,1/2/21 7:29,Positive,72
831,bfc26d2d-b5e5-415a-b104-64befef2f52a,fa3e42f0-71d8-455f-b024-e52d5c27a145,Food,Intrigued,1/21/21 22:43,Positive,45
832,2eb32cf2-da20-4b27-b4b6-c91716f528a5,941db1b1-270d-47f8-8a96-43f5a7481f03,Veganism,Dislike,3/13/21 13:52,Negative,10
833,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,2a41e628-4cc5-4765-af2e-8b3dec750c0b,Animals,Cherish,1/17/21 11:14,Positive,70
834,fa39acec-96b1-441d-8f85-16dfb44bdfba,3e65775b-36e4-495d-9c45-28127fb3da5f,Culture,Super Love,4/19/21 18:15,Positive,75
835,4f215b36-f5c4-4294-81f2-80e4906b197d,05782669-264e-4c14-990e-14c8dbb13bef,Soccer,Cherish,12/17/20 9:42,Positive,70
836,b6393b8b-320e-4558-8614-20a6727f2eea,94bf7864-a52e-405e-a729-9702bf79c234,Food,Disgust,1/13/21 4:43,Negative,0
837,04e1996d-ccb3-4b19-923a-8dc2a52e4bd4,e09aa625-3db7-49bd-be09-9aaa0c86a8bf,Education,Cherish,4/24/21 11:08,Positive,70
838,c892a472-bf81-4946-83c0-d3697ba65b95,05782669-264e-4c14-990e-14c8dbb13bef,Soccer,Interested,12/29/20 7:54,Positive,30
839,aa1f824d-9df0-4b4c-a49e-0cfb7e244122,7a85fbc6-253f-4552-9f4a-c1a332e14fa5,Public Speaking,Heart,10/23/20 20:45,Positive,60
840,4ae90f6e-da63-4ce2-a357-a4b36c739b80,2a41e628-4cc5-4765-af2e-8b3dec750c0b,Travel,Heart,3/6/21 17:33,Positive,60
841,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,5ffd8b51-164e-47e2-885e-8b8c46eb63ed,Travel,Love,10/19/20 4:59,Positive,65
842,0a390a93-0e59-4a7a-a12c-d3f5ce4924fe,108fc1be-9c15-440a-9cab-634c3f414dcc,Public Speaking,Heart,4/22/21 9:37,Positive,60
843,d61c4f76-99c6-4cd7-aaad-b3561880aa26,a483c273-aee5-44bc-883e-d6963157aa4c,Technology,Indifferent,7/13/20 19:18,Neutral,20
844,286e2f5f-082a-4ce7-9396-db565106d5bf,24789387-968b-425a-8836-14e243cda16c,Studying,Hate,3/1/21 6:16,Negative,5
845,abae4f43-2356-4c6b-b51d-d2acf4644956,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,Fitness,Hate,12/20/20 12:48,Negative,5
846,d4012724-c8bf-4db3-8670-dfa1f630a72a,4cbd005f-69d5-4a83-9947-7009f69c0e7d,Studying,Intrigued,6/11/21 10:27,Positive,45
847,21bc3be6-6bd1-4926-8bee-c4585873851b,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,Soccer,Hate,10/11/20 21:48,Negative,5
848,8c3e8682-dec4-4d3b-a4e1-8c146f70d56f,c7b6e374-1bef-48c3-8222-cc231dbd5cce,Food,Adore,7/8/20 19:31,Positive,72
849,bc8024c3-c51e-4875-b8df-419e9848f492,c7b6e374-1bef-48c3-8222-cc231dbd5cce,"""Veganism""",Adore,10/11/20 6:20,Positive,72
850,57d8470d-e644-4fe3-b56e-33f1c626e8ea,56e65b5b-e1b4-4f67-b596-e75bf103783b,Cooking,Like,12/26/20 14:41,Positive,50
851,8d7a1aff-abed-432f-a458-a4ab40324e72,caa8605b-5cd3-49d0-a680-2a6e9f3bf0a5,Travel,Dislike,4/5/21 13:23,Negative,10
852,f0c6ae88-c87e-4812-9713-ae45018a1f73,db0066e1-83cc-43f3-990b-983010aa5370,Science,Dislike,10/28/20 22:17,Negative,10
853,8f82022e-2ba7-4269-ab8f-3b47f87004de,094fbe49-da84-4445-9d28-7fc5f593f5ad,Healthy Eating,Disgust,3/14/21 21:43,Negative,0
854,8891433d-d874-4bd5-a8ca-4114a4131b20,5870e611-6218-48e1-a9a0-ba86fe5598f7,Tennis,Heart,1/17/21 3:53,Positive,60
855,52be2c2f-be1f-4cda-a2d6-5c147c018115,311d7214-711f-4f66-bc9a-e835fa54ffb6,Food,Heart,8/11/20 3:57,Positive,60
856,c4cc899d-4c35-47fd-9710-8e2dea9782c9,1ff398e4-6b68-451d-9b00-2d2a565ba22a,Science,Adore,9/20/20 14:00,Positive,72
857,42a0f482-d3a8-4216-ba0b-1459abf854a6,c880dbc5-8997-4f38-9055-c254b9133175,Culture,Interested,4/1/21 16:45,Positive,30
858,041bf6c9-8b33-4ca0-a787-762eb8837d0c,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,Food,Intrigued,4/9/21 15:59,Positive,45
